Longitude,Latitude,Address,City,Category,ClassificationOfCategories,Area
,28.695053,"Banarsi Das Estate, Timarpur, Delhi, 110054, India",North Delhi,Touching /Groping,Physical Abuse,Timarpur
,28.695108,"Vishwa Vidyalay Metro Station, Banarsi Das Estate, Timarpur, New Delhi, Delhi 110007",North Delhi,Catcalls/Whistles,Verbal Abuse,Timarpur
,28.695108,"Vishwa Vidyalay Metro Station, Banarsi Das Estate, Timarpur, New Delhi, Delhi 110007",North Delhi,Commenting,Verbal Abuse,Timarpur
,28.695203,*,North Delhi,Catcalls/Whistles,Verbal Abuse,Vishwavidyalaya
,28.695203,*,North Delhi,Taking pictures without permission,Non-Verbal Abuse,Vishwavidyalaya
,28.695306,Vishwavidyalay Metro Station Mahatma Gandhi Marg Banarsi Das Estate Timarpur New Delhi Delhi 110007 India,North Delhi,Others,Others,Timarpur
,28.695364,pitampura new delhi,North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.695553,"Kohat Enclave, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.695635,"Sultanpuri, New Delhi, Delhi 110086",North West Delhi,Commenting,Verbal Abuse,Sultanpuri
,28.695648,Hudson Lane GTB Nager New Delhi Delhi 110009 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.695771,"GTB Nagar, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.695771,"Hudson Lane, GTB Nagar, New Delhi, Delhi 110009, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
,28.6958588,"Hudson Lane, GTB Nager, Delhi, 110009, India",North West Delhi,Others,Others,GTB Nagar
,28.6958588,"Hudson Lane, GTB Nager, New Delhi, Delhi 110009, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,GTB Nagar
,28.6959076,"guru tegh bahadur marg, delhi university, delhi",North West Delhi,Others,Others,GTB Nagar
,28.695912,"Netaji Subhash Place, Guru Govind Singh College, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.695912,"Netaji Subhash Place, Guru Govind Singh College, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.695912,"Netaji Subhash Place, Guru Govind Singh College, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.695915,GTB Nager New Delhi Delhi India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.6960458,"Netaji Subhash Place, Guru Govind Singh College, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Others,Others,Pitampura
,28.696092,"Netaji Subhash Place Metro Station, Guru Govind Singh College, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Others,Others,Pitampura
,28.696136,Netaji Subhash Place Guru Govind Singh College Pitampura New Delhi Delhi 110034 India,North West Delhi,Others,Others,Pitampura
,28.696493,*,North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.696564,"Wazirpur, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Pitampura
,28.696564,"Wazirpur, New Delhi, Delhi, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.696606,*,North West Delhi,Catcalls/Whistles,Verbal Abuse,Mangolpuri
,28.696653,Singh Tempo Transport Service GTB Nager New Delhi Delhi 110009 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.696653,Singh Tempo Transport Service GTB Nager New Delhi Delhi 110009 India,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.697183,"Shyamji Krishna Varma Marg, Shiva Enclave, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.697202,"Prem Nagar III, Prem Nagar, New Delhi, Delhi 110081, India",West Delhi,Commenting,Verbal Abuse,Prem Nagar
,28.697446,"Kohat Enclave Metro Station, Lala Jagat Narayan Marg, MD Block, Dakshini Pitampura, Pitampura, New Delhi, Delhi 110088, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.697455,"D.T.C. Depot, Yamuna Vihar Road, Subash Vihar, Shahdara, New Delhi, Delhi 110053, India",East Delhi,Commenting,Verbal Abuse,Shahdara
,28.697557,*,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.697557,"Guru Teg Bahadur Nagar, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
,28.697557,"Guru Teg Bahadur Nagar, New Delhi, Delhi, India",Central Delhi,Sexual Invites,Verbal Abuse,Karol Bagh
,28.697557,"Guru Teg Bahadur Nagar, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
,28.69766,"New Aruna Colony, Majnu Ka Tilla, New Aruna Nagar, Delhi, 110054, India",North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Majnu Ka Tilla
,28.697705,"Mahatma Gandhi Marg, Hakikat Nagar, Mukherjee Nagar, New Delhi, Delhi 110009, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Mukherjee Nagar
,28.697852,*,North West Delhi,Commenting,Verbal Abuse,GTB Nagar
,28.697852,*,North West Delhi,Commenting,Verbal Abuse,Mukherjee Nagar
,28.697852,*,North West Delhi,Others,Others,Mukherjee Nagar
,28.697852,"G.T.B. Nagar Metro Station, Hakikat Nagar, Mukherjee Nagar, New Delhi, Delhi 110009",North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Mukherjee Nagar
,28.697852,"G.T.B. Nagar, Hakikat Nagar, GTB Nagar, New Delhi, Delhi 110009, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,GTB Nagar
,28.697852,"Ring Road, Hakikat Nagar, Mukherjee Nagar, New Delhi, Delhi 110009, India",North West Delhi,Touching /Groping,Physical Abuse,Mukherjee Nagar
,28.697914,GTB Nagar Outram Lines GTB Nager New Delhi Delhi 110009 India,North West Delhi,Commenting,Verbal Abuse,GTB Nagar
,28.6980128,"Kohat Enclave, Lala Jagat Narayan Marg, Block KD, Dakshini Pitampura, Pitampura, New Delhi, Delhi 110034, India",North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Pitampura
,28.698137,"Sultanpuri, New Delhi, Delhi, India",North West Delhi,Sexual Invites,Verbal Abuse,Sultanpuri
,28.698137,"Sultanpuri, New Delhi, Delhi, India",North West Delhi,Others,Others,Sultanpuri
,28.698242,"Mahatma Gandhi Marg, Outram Lines, Mukherjee Nagar, New Delhi, Delhi 110009, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.698258,"H Block, Block I, Mangolpur Khurd, Mangolpuri, New Delhi, Delhi 110083, India",North West Delhi,Commenting,Verbal Abuse,Mangolpuri
,28.698277,"Mangalam Place, Sector 3, Rohini, New Delhi, Delhi 110085, India",North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Pitampura
,28.6983,"Outram Lines, GTB Nagar, Delhi, 110009, India",North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,GTB Nagar
,28.6983886,"11, Banda Bahadur Marg, Outram Lines, Mukherjee Nagar, New Delhi, Delhi 110009, India",North West Delhi,Commenting,Verbal Abuse,Mukherjee Nagar
,28.698443,11 Banda Bahadur Marg Outram Lines Mukherjee Nagar New Delhi Delhi 110009 India,North West Delhi,Commenting,Verbal Abuse,Mukherjee Nagar
,28.698547,Kohat Enclave Lala Jagat Narayan Marg Block KD Dakshini Pitampura Pitampura New Delhi Delhi 110034 India,North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Pitampura
,28.6987867,"GTB Nager, New Delhi, Delhi, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,GTB Nagar
,28.6989703,"pitampura, new delhi",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.69898,"Dakshini Pitampura, Pitampura, New Delhi, Delhi, India",North West Delhi,Others,Others,Pitampura
,28.698998,*,North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.698998,Dakshini Pitampura Pitampura Delhi India,North West Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Pitampura
,28.698998,"Dakshini Pitampura, Pitampura, Delhi, India",North West Delhi,Indecent exposure,Non-Verbal Abuse,Pitampura
,28.698998,"Vaishali Enclave, Lala Jagat Narayan Marg, Kapil Vihar, Pitampura, New Delhi, Delhi 110088, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.698998,"Vaishali Enclave, Lala Jagat Narayan Marg, Kapil Vihar, Pitampura, New Delhi, Delhi 110088, India",North West Delhi,Others,Others,Pitampura
,28.6992317,Sultanpuri,North West Delhi,Catcalls/Whistles,Verbal Abuse,Sultanpuri
,28.699608,"New Police Line, Tagore Park Extension, Mukherjee Nagar, New Delhi, Delhi 110009",Central Delhi,Indecent exposure,Non-Verbal Abuse,Karol Bagh
,28.699774,*,North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.700086,*,North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.700086,"Sector 3, Rohini, New Delhi, Delhi 110085, India",North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.700086,"Sector 3, Rohini, New Delhi, Delhi, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.700086,"Sector 3, Rohini, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Pitampura
,28.700217,*,North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.70027,"Kingsway Camp Chest Clinic, Tagore Park Extension, Dr Mukherjee Nagar, New Delhi, Delhi 110009, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.700273,"Mukherjee Nagar, New Delhi, Delhi, India",North West Delhi,Commenting,Verbal Abuse,Mukherjee Nagar
,28.700273,"Mukherjee Nagar, New Delhi, Delhi, India",North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Mukherjee Nagar
,28.700273,"Mukherjee Nagar, New Delhi, Delhi, India",North West Delhi,Others,Others,Mukherjee Nagar
,28.700273,"Outram Lines, Mukherjee Nagar, New Delhi, Delhi 110009, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Mukherjee Nagar
,28.700305,"Majnu Ka Tilla, New Aruna Nagar, New Delhi, Delhi, India",North Delhi,Chain Snatching,Physical Abuse,Majnu Ka Tilla
,28.7003675,"Timarpur, New Delhi, Delhi, India",North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Timarpur
,28.700368,Chaudhary Fateh Singh Marg West Vinod Nagar Nawada Timarpur Delhi 110007 India,North Delhi,Online Harassment,Verbal Abuse,Timarpur
,28.700453,*,East Delhi,Commenting,Verbal Abuse,Shahdara
,28.700453,"Bhajanpura, Shahdara, New Delhi, Delhi, India",East Delhi,Chain Snatching,Physical Abuse,Shahdara
,28.700453,"Bhajanpura, Shahdara, New Delhi, Delhi, India",East Delhi,Touching /Groping,Physical Abuse,Shahdara
,28.7004534,"Khajuri Khas, Bhajanpura, Shahdara, New Delhi, Delhi 110053",East Delhi,Commenting,Verbal Abuse,Shahdara
,28.700603,"Outram Lines, 2144, Kingsway Camp Marg, Outram Lines, Mukherjee Nagar, New Delhi, Delhi 110009, India",Central Delhi,Others,Others,Karol Bagh
,28.700649,"Laxmi Nagar, Sultanpuri, New Delhi, Delhi 110081, India",North West Delhi,Rape / Sexual Assault,Physical Abuse,Sultanpuri
,28.7009403,"Yamuna Vihar, Shahdara, New Delhi, Delhi, India",East Delhi,Catcalls/Whistles,Verbal Abuse,Shahdara
,28.7009403,"Yamuna Vihar, Shahdara, New Delhi, Delhi, India",East Delhi,Sexual Invites,Verbal Abuse,Yamuna Vihar
,28.7009403,"Yamuna Vihar, Shahdara, New Delhi, Delhi, India",East Delhi,Chain Snatching,Physical Abuse,Shahdara
,28.7009403,"Yamuna Vihar, Shahdara, New Delhi, Delhi, India",East Delhi,Touching /Groping,Physical Abuse,Yamuna Vihar
,28.70105,"M2K Cinemas, 16, Maharaja Agrasain Road, Mangalam Place, Rohini, New Delhi, Delhi 110085, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.70105,"M2K Cinemas, 16, Maharaja Agrasen Marg, Mangalam Place, Sector 3, Rohini, New Delhi, Delhi 110085, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.70131,"Timarpur, New Delhi, Delhi, India",North Delhi,Commenting,Verbal Abuse,Timarpur
,28.701772,"9, Maharaja Agrasen Marg, Pocket 2, Sector 7A, Rohini, New Delhi, Delhi 110085, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.7018956,"GTB Nagar, Outram Lines, GTB Nager, New Delhi, Delhi 110009, India",North West Delhi,Commenting,Verbal Abuse,GTB Nagar
,28.701896,"Outram Lines, Mukherjee Nagar, New Delhi, Delhi, India",North West Delhi,Indecent exposure,Non-Verbal Abuse,Mukherjee Nagar
,28.7019212,"Gokulpuri, Block C, Yamuna Vihar, Shahdara, New Delhi, Delhi 110053",East Delhi,Catcalls/Whistles,Verbal Abuse,Shahdara
,28.702208,"Pitampura, New Delhi, Delhi, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.702208,"Pitampura, New Delhi, Delhi, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.702208,"Pitampura, New Delhi, Delhi, India",North West Delhi,Sexual Invites,Verbal Abuse,Pitampura
,28.702208,"Pitampura, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Pitampura
,28.702208,"Pitampura, New Delhi, Delhi, India",North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.702208,"Pitampura, New Delhi, Delhi, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.702308,"Hakikat Nagar, Mukherjee Nagar, New Delhi, Delhi, India",North West Delhi,Commenting,Verbal Abuse,Mukherjee Nagar
,28.702313,"Outram Lane Bus Stop, Outram Lines, Mukherjee Nagar, New Delhi, Delhi 110033, India",North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Mukherjee Nagar
,28.70244,"Vaishali, Pitampura, New Delhi, Delhi, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.70244,"Vaishali, Pitampura, New Delhi, Delhi, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.70244,"Vaishali, Pitampura, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Pitampura
,28.702627,"Sector 8,Rohini, New Delhi, Delhi 110085, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.7027784,"Tagore Park Extension, Mukherjee Nagar, New Delhi, Delhi 110009, India",North West Delhi,Commenting,Verbal Abuse,Mukherjee Nagar
,28.702915,"New Aruna Nagar, New Delhi, Delhi, India",North Delhi,Touching /Groping,Physical Abuse,New Aruna Nagar
,28.7029856,"Chaudhary Fateh Singh Marg, West Vinod Nagar, Nawada, Timarpur, Delhi, 110007, India",North Delhi,North East India Report,Others,Timarpur
,28.703047,*,North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.703047,"Azadpur, Ashok Vihar, New Delhi, Delhi 110009, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.703047,"Azadpur, Ashok Vihar, New Delhi, Delhi 110009, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.703047,"Azadpur, Ashok Vihar, New Delhi, Delhi 110009, India",North West Delhi,Others,Others,Pitampura
,28.703047,"Azadpur, Ashok Vihar, New Delhi, Delhi 110009, India",North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Pitampura
,28.703083,"Madhuban Chowk Bus Stop, Outer Ring Road, Sector 8, Rohini, New Delhi, Delhi 110085, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.7034255,"Gokalpuri, Gokalpur, New Delhi, Delhi 110094, India",East Delhi,Commenting,Verbal Abuse,Gokalpur
,28.703539,India,North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.703685,"Bhajan Pura, Khajuri khas Extension, Mirpur Turk, New Delhi, Delhi 110094",North East Delhi,Commenting,Verbal Abuse,Mirpur Turk
,28.7040585,"nalamda apartments, 2, Pocket G-27, Sector 3G, Rohini, Delhi, 110085, India",North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Rohini
,28.7040585,"nalamda apartments, 2, Pocket G-27, Sector 3G, Rohini, Delhi, 110085, India",North West Delhi,Poor / No Street Lighting,Others,Rohini
,28.704059,*,North West Delhi,Sexual Invites,Verbal Abuse,Pitampura
,28.704059,"Chandni Chowk, New Delhi, Delhi, India",North Delhi,Catcalls/Whistles,Verbal Abuse,Chandni Chowk
,28.704059,delhi,North West Delhi,Others,Others,Pitampura
,28.704059,Delhi India,North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.704059,"Delhi, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.704059,"nalamda apartments, 2, Pocket G-27, Sector 3G, Rohini, Delhi, 110085, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Rohini
,28.704059,"nalamda apartments, 2, Pocket G-27, Sector 3G, Rohini, Delhi, 110085, India",North West Delhi,Commenting,Verbal Abuse,Rohini
,28.704059,"nalamda apartments, 2, Pocket G-27, Sector 3G, Rohini, Delhi, 110085, India",North West Delhi,Stalking,Verbal Abuse,Rohini
,28.704059,"nalamda apartments, 2, Pocket G-27, Sector 3G, Rohini, Delhi, 110085, India",North West Delhi,Taking pictures without permission,Non-Verbal Abuse,Rohini
,28.7040592,*,North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.7040592,Delhi,North West Delhi,Indecent exposure,Non-Verbal Abuse,Pitampura
,28.7040592,Delhi,North West Delhi,Rape / Sexual Assault,Physical Abuse,Pitampura
,28.7040592,"G7R6+V3 Delhi, India",North West Delhi,Sexual Invites,Verbal Abuse,Pitampura
,28.7040592,"G7R6+W3 Delhi, India",North West Delhi,Stalking,Verbal Abuse,Pitampura
,28.7047465,"Sanjay Basti, Block D, Delhi Administration Flats, Timarpur, Delhi, 110054, India",North Delhi,Commenting,Verbal Abuse,Timarpur
,28.7047465,"Sanjay Basti, Block D, Delhi Administration Flats, Timarpur, Delhi, 110054, India",North Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Timarpur
,28.7047465,"Sanjay Basti, Block D, Delhi Administration Flats, Timarpur, Delhi, 110054, India",North Delhi,Rape / Sexual Assault,Physical Abuse,Timarpur
,28.70476,"Pradeep Bhatia Marg, Rohini, New Delhi, Delhi 110085, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.704761,"Brahmakumaris, Kingsway Camp, Mukherjee Nagar, Kingsway Camp, Outram Lines, Mukherjee Nagar, New Delhi, Delhi 110009, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Mukherjee Nagar
,28.704798,"Pocket C, Sector 1, Rohini, New Delhi, Delhi, India",North West Delhi,Touching /Groping,Physical Abuse,Rohini
,28.704823,"Madhuban Chowk, Dakshini Pitampura, Pitampura, New Delhi, Delhi",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.704876,"Sanjay Basti, Block D, Delhi Administration Flats, Timarpur, Delhi, 110054, India",North Delhi,Commenting,Verbal Abuse,Timarpur
,28.705265,"Khajuri, Usmanpur, Shahdara, New Delhi, Delhi 110094",East Delhi,Touching /Groping,Physical Abuse,Shahdara
,28.705265,"Wazirabad Road, Block B, Rajiv Nagar, Sonia Vihar, New Delhi, Delhi 110094, India",North Delhi,Rape / Sexual Assault,Physical Abuse,Wazirabad
,28.705484,Tagore Park Extension Mukherjee Nagar New Delhi Delhi 110009 India,Central Delhi,Commenting,Verbal Abuse,Karol Bagh
,28.705542,"Jahangir Puri, Gujranwala Town, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Pitampura
